"enhancer","TF","promoter","promoter_measurement_type","tf_prom_id","new_route","gene"
"chr20_33561786_33562828","SHOX2","chr20_33489590_33490462","tCRE","SHOX2__chr20_33489590_33490462",TRUE,"CBFA2T2"
"chr20_33561786_33562828","NEUROD1","chr20_33686077_33687015","tCRE","NEUROD1__chr20_33686077_33687015",FALSE,"E2F1"
"chr20_33561786_33562828","NEUROD1","chr20_33674018_33674911","tCRE","NEUROD1__chr20_33674018_33674911",FALSE,"NECAB3"
"chr20_33561786_33562828","NEUROD1","chr20_33489590_33490462","tCRE","NEUROD1__chr20_33489590_33490462",FALSE,"CBFA2T2"
"chr20_33561786_33562828","NEUROG1","chr20_33686077_33687015","tCRE","NEUROG1__chr20_33686077_33687015",TRUE,"E2F1"
"chr20_33561786_33562828","NEUROG1","chr20_33674018_33674911","tCRE","NEUROG1__chr20_33674018_33674911",TRUE,"NECAB3"
"chr20_33561786_33562828","NEUROG1","chr20_33489590_33490462","tCRE","NEUROG1__chr20_33489590_33490462",TRUE,"CBFA2T2"
"chr20_34951417_34952317","ZIC1","chr20_35277636_35278520","tCRE","ZIC1__chr20_35277636_35278520",FALSE,"MMP24OS"
"chr20_34951417_34952317","ZIC1","chr20_34824849_34825873","tCRE","ZIC1__chr20_34824849_34825873",TRUE,"NCOA6"
"chr20_34951417_34952317","ZIC2","chr20_35277636_35278520","tCRE","ZIC2__chr20_35277636_35278520",TRUE,"MMP24OS"
"chr20_34951417_34952317","ZIC2","chr20_34824849_34825873","tCRE","ZIC2__chr20_34824849_34825873",TRUE,"NCOA6"
"chr20_34951417_34952317","NEUROD1","chr20_35277636_35278520","tCRE","NEUROD1__chr20_35277636_35278520",TRUE,"MMP24OS"
"chr20_34951417_34952317","NEUROD1","chr20_34824849_34825873","tCRE","NEUROD1__chr20_34824849_34825873",TRUE,"NCOA6"
"chr20_34951417_34952317","NEUROG2","chr20_35277636_35278520","tCRE","NEUROG2__chr20_35277636_35278520",TRUE,"MMP24OS"
"chr20_34951417_34952317","NEUROG2","chr20_34824849_34825873","tCRE","NEUROG2__chr20_34824849_34825873",TRUE,"NCOA6"
"chr20_34951417_34952317","TCF12","chr20_35277636_35278520","tCRE","TCF12__chr20_35277636_35278520",TRUE,"MMP24OS"
"chr20_34951417_34952317","TCF12","chr20_34824849_34825873","tCRE","TCF12__chr20_34824849_34825873",TRUE,"NCOA6"
"chr20_34951417_34952317","NR2F1","chr20_35277636_35278520","tCRE","NR2F1__chr20_35277636_35278520",TRUE,"MMP24OS"
"chr20_34951417_34952317","NR2F1","chr20_34824849_34825873","tCRE","NR2F1__chr20_34824849_34825873",TRUE,"NCOA6"
"chr20_35174506_35175437","SP8","chr20_35171539_35172487","tCRE","SP8__chr20_35171539_35172487",FALSE,"PROCR"
"chr20_3799213_3800209","POU2F2","chr20_3820032_3821005","tCRE","POU2F2__chr20_3820032_3821005",TRUE,"AP5S1"
"chr20_3799213_3800209","ZNF148","chr20_3820032_3821005","tCRE","ZNF148__chr20_3820032_3821005",TRUE,"AP5S1"
"chr20_44738462_44739461","MEIS1","chr20_44475445_44476378","tCRE","MEIS1__chr20_44475445_44476378",TRUE,"TTPAL"
"chr20_44738462_44739461","MEIS1","chr20_44521493_44522492","tCRE","MEIS1__chr20_44521493_44522492",TRUE,"SERINC3"
"chr20_44738462_44739461","MEIS1","chr20_44310742_44311646","tCRE","MEIS1__chr20_44310742_44311646",TRUE,"FITM2"
"chr20_44738462_44739461","MEIS1","chr20_44651333_44652267","tCRE","MEIS1__chr20_44651333_44652267",TRUE,"ADA"
"chr20_44738462_44739461","MEIS1","chr20_44959946_44960850","tCRE","MEIS1__chr20_44959946_44960850",TRUE,"TOMM34"
"chr20_44738462_44739461","MEIS1","chr20_44746511_44747249","aCRE","MEIS1__chr20_44746511_44747249",TRUE,"ENSG00000276223.1"
"chr20_44738462_44739461","MEIS1","chr20_44911233_44912123","aCRE","MEIS1__chr20_44911233_44912123",TRUE,NA
"chr20_44738462_44739461","MEIS1","chr20_44803143_44804086","aCRE","MEIS1__chr20_44803143_44804086",TRUE,NA
"chr20_44738462_44739461","MEIS1","chr20_44805664_44806671","aCRE","MEIS1__chr20_44805664_44806671",TRUE,NA
"chr20_44738462_44739461","MEIS1","chr20_44531422_44532335","tCRE","MEIS1__chr20_44531422_44532335",TRUE,"PKIG"
"chr20_44738462_44739461","MEIS1","chr20_44885128_44886022","tCRE","MEIS1__chr20_44885128_44886022",TRUE,"YWHAB"
"chr20_44738462_44739461","MEIS1","chr20_44909579_44910585","tCRE","MEIS1__chr20_44909579_44910585",TRUE,"PABPC1L"
"chr20_44738462_44739461","MEIS1","chr20_44521493_44522492","aCRE","MEIS1__chr20_44521493_44522492",TRUE,"SERINC3"
"chr20_44738462_44739461","MEIS1","chr20_44909579_44910585","aCRE","MEIS1__chr20_44909579_44910585",TRUE,"PABPC1L"
"chr20_44738462_44739461","TEAD2","chr20_44475445_44476378","tCRE","TEAD2__chr20_44475445_44476378",TRUE,"TTPAL"
"chr20_44738462_44739461","TEAD2","chr20_44521493_44522492","tCRE","TEAD2__chr20_44521493_44522492",TRUE,"SERINC3"
"chr20_44738462_44739461","TEAD2","chr20_44310742_44311646","tCRE","TEAD2__chr20_44310742_44311646",TRUE,"FITM2"
"chr20_44738462_44739461","TEAD2","chr20_44651333_44652267","tCRE","TEAD2__chr20_44651333_44652267",TRUE,"ADA"
"chr20_44738462_44739461","TEAD2","chr20_44959946_44960850","tCRE","TEAD2__chr20_44959946_44960850",TRUE,"TOMM34"
"chr20_44738462_44739461","TEAD2","chr20_44746511_44747249","aCRE","TEAD2__chr20_44746511_44747249",TRUE,"ENSG00000276223.1"
"chr20_44738462_44739461","TEAD2","chr20_44911233_44912123","aCRE","TEAD2__chr20_44911233_44912123",TRUE,NA
"chr20_44738462_44739461","TEAD2","chr20_44803143_44804086","aCRE","TEAD2__chr20_44803143_44804086",TRUE,NA
"chr20_44738462_44739461","TEAD2","chr20_44805664_44806671","aCRE","TEAD2__chr20_44805664_44806671",TRUE,NA
"chr20_44738462_44739461","TEAD2","chr20_44531422_44532335","tCRE","TEAD2__chr20_44531422_44532335",TRUE,"PKIG"
"chr20_44738462_44739461","TEAD2","chr20_44885128_44886022","tCRE","TEAD2__chr20_44885128_44886022",TRUE,"YWHAB"
"chr20_44738462_44739461","TEAD2","chr20_44909579_44910585","tCRE","TEAD2__chr20_44909579_44910585",TRUE,"PABPC1L"
"chr20_44738462_44739461","TEAD2","chr20_44521493_44522492","aCRE","TEAD2__chr20_44521493_44522492",TRUE,"SERINC3"
"chr20_44738462_44739461","TEAD2","chr20_44909579_44910585","aCRE","TEAD2__chr20_44909579_44910585",TRUE,"PABPC1L"
"chr20_46008158_46009313","POU5F1","chr20_46250897_46251922","aCRE","POU5F1__chr20_46250897_46251922",TRUE,NA
"chr20_46008158_46009313","POU5F1","chr20_46458724_46459780","aCRE","POU5F1__chr20_46458724_46459780",TRUE,"ZNF663P"
"chr20_46008158_46009313","POU5F1","chr20_46011448_46012359","tCRE","POU5F1__chr20_46011448_46012359",TRUE,"ONTG20000000153.1"
"chr20_46008158_46009313","POU5F1","chr20_46458724_46459780","tCRE","POU5F1__chr20_46458724_46459780",TRUE,"ZNF663P"
"chr20_46008158_46009313","POU5F1","chr20_46011448_46012359","aCRE","POU5F1__chr20_46011448_46012359",TRUE,"ONTG20000000153.1"
"chr20_46008158_46009313","POU5F1","chr20_45823777_45824871","tCRE","POU5F1__chr20_45823777_45824871",TRUE,"TNNC2"
"chr20_46008158_46009313","POU5F1","chr20_46312212_46313102","aCRE","POU5F1__chr20_46312212_46313102",TRUE,NA
"chr20_46008158_46009313","POU5F1","chr20_46021501_46022466","aCRE","POU5F1__chr20_46021501_46022466",TRUE,"SLC12A5"
"chr20_46008158_46009313","POU5F1","chr20_46117777_46118739","aCRE","POU5F1__chr20_46117777_46118739",TRUE,"CD40"
"chr20_46008158_46009313","POU5F1","chr20_46406088_46406987","tCRE","POU5F1__chr20_46406088_46406987",TRUE,"ELMO2"
"chr20_46008158_46009313","POU5F1","chr20_46013667_46014656","aCRE","POU5F1__chr20_46013667_46014656",TRUE,"MMP9"
"chr20_46008158_46009313","POU5F1","chr20_46117777_46118739","tCRE","POU5F1__chr20_46117777_46118739",TRUE,"CD40"
"chr20_46008158_46009313","POU5F1","chr20_46089428_46090318","tCRE","POU5F1__chr20_46089428_46090318",TRUE,"NCOA5"
"chr20_46008158_46009313","POU5F1","chr20_46028842_46029992","aCRE","POU5F1__chr20_46028842_46029992",TRUE,"SLC12A5"
"chr20_46008158_46009313","POU5F1","chr20_45823777_45824871","aCRE","POU5F1__chr20_45823777_45824871",TRUE,"TNNC2"
"chr20_46008158_46009313","POU5F1","chr20_46013667_46014656","tCRE","POU5F1__chr20_46013667_46014656",TRUE,"MMP9"
"chr20_46583307_46584339","SOX2","chr20_46458724_46459780","aCRE","SOX2__chr20_46458724_46459780",TRUE,"ZNF663P"
"chr20_46583307_46584339","NFYB","chr20_46458724_46459780","aCRE","NFYB__chr20_46458724_46459780",FALSE,"ZNF663P"
"chr20_57524532_57525443","SNAI2","chr20_57390865_57391816","tCRE","SNAI2__chr20_57390865_57391816",TRUE,"ONTG20000000008.1"
"chr20_57524532_57525443","SNAI2","chr20_57388922_57389906","aCRE","SNAI2__chr20_57388922_57389906",TRUE,"ONTG20000000347.1"
"chr20_57524532_57525443","ZEB1","chr20_57390865_57391816","tCRE","ZEB1__chr20_57390865_57391816",TRUE,"ONTG20000000008.1"
"chr20_57524532_57525443","ZEB1","chr20_57388922_57389906","aCRE","ZEB1__chr20_57388922_57389906",TRUE,"ONTG20000000347.1"
"chr20_57524532_57525443","PLAGL1","chr20_57390865_57391816","tCRE","PLAGL1__chr20_57390865_57391816",TRUE,"ONTG20000000008.1"
"chr20_57524532_57525443","PLAGL1","chr20_57388922_57389906","aCRE","PLAGL1__chr20_57388922_57389906",TRUE,"ONTG20000000347.1"
"chr20_62427245_62427934","RARG","chr20_62816643_62817725","tCRE","RARG__chr20_62816643_62817725",FALSE,"COL9A3"
"chr20_62427245_62427934","MEIS2","chr20_62816643_62817725","tCRE","MEIS2__chr20_62816643_62817725",TRUE,"COL9A3"
"chr20_62831975_62833499","SP8","chr20_62953723_62954756","aCRE","SP8__chr20_62953723_62954756",TRUE,"ONTG20000000575.1"
"chr20_62831975_62833499","SP8","chr20_62952193_62953100","tCRE","SP8__chr20_62952193_62953100",TRUE,"SLC17A9"
"chr20_62831975_62833499","SP8","chr20_62641897_62642821","tCRE","SP8__chr20_62641897_62642821",TRUE,"SLCO4A1"
"chr20_62831975_62833499","SP8","chr20_62937509_62938422","tCRE","SP8__chr20_62937509_62938422",TRUE,"GID8"
"chr20_62831975_62833499","SP8","chr20_62928919_62929827","aCRE","SP8__chr20_62928919_62929827",TRUE,"ENSG00000273759.1"
"chr20_62831975_62833499","SP8","chr20_62804393_62805261","tCRE","SP8__chr20_62804393_62805261",TRUE,"OGFR"
"chr20_62831975_62833499","SP8","chr20_62927996_62928821","aCRE","SP8__chr20_62927996_62928821",TRUE,"ONTG20000000373.1"
"chr20_62831975_62833499","SP8","chr20_62952193_62953100","aCRE","SP8__chr20_62952193_62953100",TRUE,"SLC17A9"
"chr20_63208292_63209164","IRF9","chr20_63472217_63473191","tCRE","IRF9__chr20_63472217_63473191",TRUE,"KCNQ2"
"chr20_63208292_63209164","MAF","chr20_63472217_63473191","tCRE","MAF__chr20_63472217_63473191",TRUE,"KCNQ2"
"chr20_63393830_63394813","POU5F1","chr20_63653105_63654115","tCRE","POU5F1__chr20_63653105_63654115",TRUE,"STMN3"
"chr20_63393830_63394813","POU5F1","chr20_63472217_63473191","tCRE","POU5F1__chr20_63472217_63473191",TRUE,"KCNQ2"
"chr20_775496_776383","SP8","chr20_840801_841555","tCRE","SP8__chr20_840801_841555",TRUE,"FAM110A"
"chr20_775496_776383","SP8","chr20_1005338_1006289","aCRE","SP8__chr20_1005338_1006289",TRUE,NA
"chr20_775496_776383","SP8","chr20_884727_885743","aCRE","SP8__chr20_884727_885743",TRUE,NA
"chr21_15246289_15247181","PRDM14","chr21_15064582_15065482","tCRE","PRDM14__chr21_15064582_15065482",TRUE,"NRIP1"
"chr21_15246289_15247181","MEIS3","chr21_15064582_15065482","tCRE","MEIS3__chr21_15064582_15065482",TRUE,"NRIP1"
"chr21_15246289_15247181","IRF3","chr21_15064582_15065482","tCRE","IRF3__chr21_15064582_15065482",TRUE,"NRIP1"
"chr21_15443993_15445014","SOX4","chr21_15065685_15066403","tCRE","SOX4__chr21_15065685_15066403",TRUE,"NRIP1"
"chr21_15443993_15445014","ZIC1","chr21_15065685_15066403","tCRE","ZIC1__chr21_15065685_15066403",TRUE,"NRIP1"
"chr21_25518141_25519146","INSM1","chr21_25734669_25735509","tCRE","INSM1__chr21_25734669_25735509",TRUE,"ATP5PF"
"chr21_25518141_25519146","RELA","chr21_25734669_25735509","tCRE","RELA__chr21_25734669_25735509",TRUE,"ATP5PF"
"chr21_32604046_32605174","JUN","chr21_32771528_32772385","aCRE","JUN__chr21_32771528_32772385",TRUE,"PAXBP1"
"chr21_32604046_32605174","JUN","chr21_32612088_32613040","tCRE","JUN__chr21_32612088_32613040",TRUE,"CFAP298"
"chr21_32604046_32605174","JUN","chr21_32278575_32279544","aCRE","JUN__chr21_32278575_32279544",TRUE,"MIS18A"
"chr21_32604046_32605174","JUN","chr21_32412326_32413310","tCRE","JUN__chr21_32412326_32413310",TRUE,"EVA1C"
"chr21_32604046_32605174","ZIC2","chr21_32771528_32772385","aCRE","ZIC2__chr21_32771528_32772385",TRUE,"PAXBP1"
"chr21_32604046_32605174","ZIC2","chr21_32612088_32613040","tCRE","ZIC2__chr21_32612088_32613040",TRUE,"CFAP298"
"chr21_32604046_32605174","ZIC2","chr21_32278575_32279544","aCRE","ZIC2__chr21_32278575_32279544",TRUE,"MIS18A"
"chr21_32604046_32605174","ZIC2","chr21_32412326_32413310","tCRE","ZIC2__chr21_32412326_32413310",TRUE,"EVA1C"
"chr21_32604046_32605174","ZIC5","chr21_32771528_32772385","aCRE","ZIC5__chr21_32771528_32772385",TRUE,"PAXBP1"
"chr21_32604046_32605174","ZIC5","chr21_32612088_32613040","tCRE","ZIC5__chr21_32612088_32613040",TRUE,"CFAP298"
"chr21_32604046_32605174","ZIC5","chr21_32278575_32279544","aCRE","ZIC5__chr21_32278575_32279544",TRUE,"MIS18A"
"chr21_32604046_32605174","ZIC5","chr21_32412326_32413310","tCRE","ZIC5__chr21_32412326_32413310",TRUE,"EVA1C"
"chr21_32604046_32605174","SOX11","chr21_32771528_32772385","aCRE","SOX11__chr21_32771528_32772385",TRUE,"PAXBP1"
"chr21_32604046_32605174","SOX11","chr21_32612088_32613040","tCRE","SOX11__chr21_32612088_32613040",TRUE,"CFAP298"
"chr21_32604046_32605174","SOX11","chr21_32278575_32279544","aCRE","SOX11__chr21_32278575_32279544",TRUE,"MIS18A"
"chr21_32604046_32605174","SOX11","chr21_32412326_32413310","tCRE","SOX11__chr21_32412326_32413310",TRUE,"EVA1C"
"chr21_32604046_32605174","SOX4","chr21_32771528_32772385","aCRE","SOX4__chr21_32771528_32772385",TRUE,"PAXBP1"
"chr21_32604046_32605174","SOX4","chr21_32612088_32613040","tCRE","SOX4__chr21_32612088_32613040",TRUE,"CFAP298"
"chr21_32604046_32605174","SOX4","chr21_32278575_32279544","aCRE","SOX4__chr21_32278575_32279544",TRUE,"MIS18A"
"chr21_32604046_32605174","SOX4","chr21_32412326_32413310","tCRE","SOX4__chr21_32412326_32413310",TRUE,"EVA1C"
"chr21_32604046_32605174","NEUROD1","chr21_32771528_32772385","aCRE","NEUROD1__chr21_32771528_32772385",TRUE,"PAXBP1"
"chr21_32604046_32605174","NEUROD1","chr21_32612088_32613040","tCRE","NEUROD1__chr21_32612088_32613040",TRUE,"CFAP298"
"chr21_32604046_32605174","NEUROD1","chr21_32278575_32279544","aCRE","NEUROD1__chr21_32278575_32279544",TRUE,"MIS18A"
"chr21_32604046_32605174","NEUROD1","chr21_32412326_32413310","tCRE","NEUROD1__chr21_32412326_32413310",TRUE,"EVA1C"
"chr21_32604046_32605174","ZEB1","chr21_32771528_32772385","aCRE","ZEB1__chr21_32771528_32772385",TRUE,"PAXBP1"
"chr21_32604046_32605174","ZEB1","chr21_32612088_32613040","tCRE","ZEB1__chr21_32612088_32613040",TRUE,"CFAP298"
"chr21_32604046_32605174","ZEB1","chr21_32278575_32279544","aCRE","ZEB1__chr21_32278575_32279544",TRUE,"MIS18A"
"chr21_32604046_32605174","ZEB1","chr21_32412326_32413310","tCRE","ZEB1__chr21_32412326_32413310",TRUE,"EVA1C"
"chr21_32604046_32605174","NHLH1","chr21_32771528_32772385","aCRE","NHLH1__chr21_32771528_32772385",TRUE,"PAXBP1"
"chr21_32604046_32605174","NHLH1","chr21_32612088_32613040","tCRE","NHLH1__chr21_32612088_32613040",TRUE,"CFAP298"
"chr21_32604046_32605174","NHLH1","chr21_32278575_32279544","aCRE","NHLH1__chr21_32278575_32279544",TRUE,"MIS18A"
"chr21_32604046_32605174","NHLH1","chr21_32412326_32413310","tCRE","NHLH1__chr21_32412326_32413310",TRUE,"EVA1C"
"chr21_34745255_34746182","TEAD4","chr21_34614818_34615709","tCRE","TEAD4__chr21_34614818_34615709",TRUE,"RCAN1"
"chr21_34745255_34746182","SREBF2","chr21_34614818_34615709","tCRE","SREBF2__chr21_34614818_34615709",TRUE,"RCAN1"
"chr21_36099620_36100513","SOX3","chr21_36104382_36105363","tCRE","SOX3__chr21_36104382_36105363",TRUE,"ENSG00000233393.2"
"chr21_36099620_36100513","SOX3","chr21_36135076_36136310","tCRE","SOX3__chr21_36135076_36136310",TRUE,"CBR3"
"chr21_36099620_36100513","SOX3","chr21_36069566_36070424","tCRE","SOX3__chr21_36069566_36070424",TRUE,"CBR1"
"chr21_36099620_36100513","ETV4","chr21_36104382_36105363","tCRE","ETV4__chr21_36104382_36105363",FALSE,"ENSG00000233393.2"
"chr21_36099620_36100513","ETV4","chr21_36135076_36136310","tCRE","ETV4__chr21_36135076_36136310",FALSE,"CBR3"
"chr21_36099620_36100513","ETV4","chr21_36069566_36070424","tCRE","ETV4__chr21_36069566_36070424",FALSE,"CBR1"
"chr21_42313239_42314145","POU5F1","chr21_42653252_42654113","tCRE","POU5F1__chr21_42653252_42654113",FALSE,"PDE9A"
"chr21_42925369_42926219","NR6A1","chr21_42923586_42924555","aCRE","NR6A1__chr21_42923586_42924555",TRUE,"ONTG21000000170.1"
"chr21_42925369_42926219","NR6A1","chr21_42653252_42654113","tCRE","NR6A1__chr21_42653252_42654113",TRUE,"PDE9A"
"chr21_42925369_42926219","NR6A1","chr21_42878904_42879830","tCRE","NR6A1__chr21_42878904_42879830",TRUE,"WDR4"
"chr21_42925369_42926219","ETV5","chr21_42923586_42924555","aCRE","ETV5__chr21_42923586_42924555",TRUE,"ONTG21000000170.1"
"chr21_42925369_42926219","ETV5","chr21_42653252_42654113","tCRE","ETV5__chr21_42653252_42654113",TRUE,"PDE9A"
"chr21_42925369_42926219","ETV5","chr21_42878904_42879830","tCRE","ETV5__chr21_42878904_42879830",TRUE,"WDR4"
"chr21_44773300_44774239","MEIS1","chr21_44337862_44338559","aCRE","MEIS1__chr21_44337862_44338559",TRUE,"CFAP410"
"chr21_44958371_44959318","NR2F6","chr21_44801395_44802327","tCRE","NR2F6__chr21_44801395_44802327",TRUE,"UBE2G2"
"chr21_44958371_44959318","NR2F6","chr21_45404427_45406286","tCRE","NR2F6__chr21_45404427_45406286",TRUE,"COL18A1"
"chr21_44958371_44959318","NR2F6","chr21_44871302_44872193","aCRE","NR2F6__chr21_44871302_44872193",TRUE,NA
"chr21_44958371_44959318","HAND1","chr21_44801395_44802327","tCRE","HAND1__chr21_44801395_44802327",TRUE,"UBE2G2"
"chr21_44958371_44959318","HAND1","chr21_45404427_45406286","tCRE","HAND1__chr21_45404427_45406286",TRUE,"COL18A1"
"chr21_44958371_44959318","HAND1","chr21_44871302_44872193","aCRE","HAND1__chr21_44871302_44872193",TRUE,NA
"chr21_44958371_44959318","TEAD1","chr21_44801395_44802327","tCRE","TEAD1__chr21_44801395_44802327",TRUE,"UBE2G2"
"chr21_44958371_44959318","TEAD1","chr21_45404427_45406286","tCRE","TEAD1__chr21_45404427_45406286",FALSE,"COL18A1"
"chr21_44958371_44959318","TEAD1","chr21_44871302_44872193","aCRE","TEAD1__chr21_44871302_44872193",FALSE,NA
"chr21_44958371_44959318","EBF1","chr21_44801395_44802327","tCRE","EBF1__chr21_44801395_44802327",TRUE,"UBE2G2"
"chr21_44958371_44959318","EBF1","chr21_45404427_45406286","tCRE","EBF1__chr21_45404427_45406286",TRUE,"COL18A1"
"chr21_44958371_44959318","EBF1","chr21_44871302_44872193","aCRE","EBF1__chr21_44871302_44872193",TRUE,NA
"chr21_45977163_45978759","RBPJ","chr21_46143261_46144264","aCRE","RBPJ__chr21_46143261_46144264",TRUE,NA
"chr21_45977163_45978759","RBPJ","chr21_46228380_46229363","tCRE","RBPJ__chr21_46228380_46229363",TRUE,"LSS"
"chr22_17580145_17581153","GLIS3","chr22_17628363_17629294","tCRE","GLIS3__chr22_17628363_17629294",TRUE,"ATP6V1E1"
"chr22_17580145_17581153","GLIS3","chr22_17120992_17121956","aCRE","GLIS3__chr22_17120992_17121956",TRUE,"TMEM121B"
"chr22_18165445_18166256","POU5F1","chr22_18149473_18150444","tCRE","POU5F1__chr22_18149473_18150444",TRUE,"USP18"
"chr22_19880918_19881861","HOXB4","chr22_19974239_19975139","aCRE","HOXB4__chr22_19974239_19975139",TRUE,NA
"chr22_19880918_19881861","HOXB4","chr22_19958997_19959945","aCRE","HOXB4__chr22_19958997_19959945",TRUE,"ONTG22000000017.1"
"chr22_19880918_19881861","HOXB4","chr22_19431800_19432720","aCRE","HOXB4__chr22_19431800_19432720",TRUE,"MRPL40"
"chr22_19880918_19881861","NFIA","chr22_19974239_19975139","aCRE","NFIA__chr22_19974239_19975139",TRUE,NA
"chr22_19880918_19881861","NFIA","chr22_19958997_19959945","aCRE","NFIA__chr22_19958997_19959945",TRUE,"ONTG22000000017.1"
"chr22_19880918_19881861","NFIA","chr22_19431800_19432720","aCRE","NFIA__chr22_19431800_19432720",TRUE,"MRPL40"
"chr22_19880918_19881861","ZIC1","chr22_19974239_19975139","aCRE","ZIC1__chr22_19974239_19975139",TRUE,NA
"chr22_19880918_19881861","ZIC1","chr22_19958997_19959945","aCRE","ZIC1__chr22_19958997_19959945",TRUE,"ONTG22000000017.1"
"chr22_19880918_19881861","ZIC1","chr22_19431800_19432720","aCRE","ZIC1__chr22_19431800_19432720",TRUE,"MRPL40"
"chr22_19880918_19881861","TEAD4","chr22_19974239_19975139","aCRE","TEAD4__chr22_19974239_19975139",TRUE,NA
"chr22_19880918_19881861","TEAD4","chr22_19958997_19959945","aCRE","TEAD4__chr22_19958997_19959945",TRUE,"ONTG22000000017.1"
"chr22_19880918_19881861","TEAD4","chr22_19431800_19432720","aCRE","TEAD4__chr22_19431800_19432720",TRUE,"MRPL40"
"chr22_19962066_19962969","SP8","chr22_19717704_19718634","tCRE","SP8__chr22_19717704_19718634",TRUE,"SEPTIN5"
"chr22_19962066_19962969","SP8","chr22_19765713_19766561","aCRE","SP8__chr22_19765713_19766561",TRUE,NA
"chr22_19962066_19962969","SP8","chr22_20116837_20117768","tCRE","SP8__chr22_20116837_20117768",TRUE,"RANBP1"
"chr22_19962066_19962969","SP8","chr22_19986361_19987538","tCRE","SP8__chr22_19986361_19987538",TRUE,"ARVCF"
"chr22_19962066_19962969","SP8","chr22_19705111_19706109","aCRE","SP8__chr22_19705111_19706109",TRUE,NA
"chr22_19962066_19962969","SP8","chr22_19958997_19959945","aCRE","SP8__chr22_19958997_19959945",TRUE,"ONTG22000000017.1"
"chr22_19962066_19962969","SP8","chr22_19854487_19855393","tCRE","SP8__chr22_19854487_19855393",TRUE,"GNB1L"
"chr22_20371177_20371979","POU5F1","chr22_20428936_20429843","aCRE","POU5F1__chr22_20428936_20429843",TRUE,NA
"chr22_21102528_21103458","ATF2","chr22_21013873_21014800","aCRE","ATF2__chr22_21013873_21014800",TRUE,"TUBA3FP"
"chr22_21102528_21103458","ATF2","chr22_21013873_21014800","tCRE","ATF2__chr22_21013873_21014800",TRUE,"TUBA3FP"
"chr22_21102528_21103458","ATF2","chr22_21567321_21568245","tCRE","ATF2__chr22_21567321_21568245",TRUE,"UBE2L3"
"chr22_21102528_21103458","ATF2","chr22_20979059_20979996","aCRE","ATF2__chr22_20979059_20979996",TRUE,"AIFM3"
"chr22_21102528_21103458","ATF2","chr22_20970882_20971882","aCRE","ATF2__chr22_20970882_20971882",TRUE,"ONTG22000000036.1"
"chr22_21102528_21103458","ATF2","chr22_20981653_20982651","tCRE","ATF2__chr22_20981653_20982651",TRUE,"LZTR1"
"chr22_21102528_21103458","ATF2","chr22_20858250_20859214","tCRE","ATF2__chr22_20858250_20859214",TRUE,"SNAP29"
"chr22_21102528_21103458","ATF2","chr22_20979059_20979996","tCRE","ATF2__chr22_20979059_20979996",TRUE,"AIFM3"
"chr22_21102528_21103458","ATF2","chr22_21045362_21046303","aCRE","ATF2__chr22_21045362_21046303",TRUE,"LRRC74B"
